model_spec,source_model_spec,candidate_generator_model_spec,claim_id,source_verdict,source_scoring_label,source_label_authority,source_result_path,known_negative_or_fragile_source,candidate_count,valid_candidate_count,blocked_candidate_count,confirmed_candidate_count,exploratory_confirmed_count,external_confirmed_count,execution_error_count,stopped_reason,transform_types,blocked_reasons,execution_errors,final_labels
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_fishing_abide2,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,37,0,37,0,0,0,0,max_rounds_exhausted,contract_correction;stronger_design;moderator_or_subgroup;stronger_design;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;contract_correction;narrower_outcome_family;contract_correction;stronger_design;stronger_design;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;moderator_or_subgroup;stronger_design;contract_correction;narrower_outcome_family;narrower_outcome_family;contract_correction;narrower_outcome_family;narrower_outcome_family;contract_correction;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;contract_correction;contract_correction;contract_correction;contract_correction;stronger_design;stronger_design;narrower_outcome_family;narrower_outcome_family,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_fishing_adhd200,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,21,0,21,0,0,0,0,no_candidates,contract_correction;narrower_outcome_family;moderator_or_subgroup;stronger_design;contract_correction;stronger_design;narrower_outcome_family;moderator_or_subgroup;contract_correction;stronger_design;narrower_outcome_family;moderator_or_subgroup;fixed_estimand;narrower_outcome_family;narrower_outcome_family;contract_correction;contract_correction;contract_correction;stronger_design;narrower_outcome_family;moderator_or_subgroup,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,underpowered_asd_site_abide2,fragile,fragile,main,review-stage/round5-combat/combined_benchmark_results.json,True,34,0,34,0,0,0,0,max_rounds_exhausted,contract_correction;moderator_or_subgroup;moderator_or_subgroup;contract_correction;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;fixed_estimand;fixed_estimand;fixed_estimand;fixed_estimand;fixed_estimand;contract_correction;contract_correction;contract_correction;stronger_design;fixed_estimand;contract_correction;stronger_design;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup;stronger_design;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,underpowered_adhd_site_adhd200,fragile,fragile,main,review-stage/round5-combat/combined_benchmark_results.json,True,20,0,20,0,0,0,0,max_rounds_exhausted,contract_correction;contract_correction;contract_correction;contract_correction;fixed_estimand;moderator_or_subgroup;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;moderator_or_subgroup,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,asd_fc_abide1_site_split,fragile,fragile,main,review-stage/round5-combat/combined_benchmark_results.json,True,25,0,25,0,0,0,0,max_rounds_exhausted,contract_correction;stronger_design;contract_correction;stronger_design;moderator_or_subgroup;moderator_or_subgroup;contract_correction;stronger_design;moderator_or_subgroup;moderator_or_subgroup;contract_correction;stronger_design;contract_correction;stronger_design;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction;contract_correction,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,asd_fc_mean_abs_abide1_site_split,fragile,fragile,main,review-stage/round5-combat/combined_benchmark_results.json,True,30,0,30,0,0,0,0,max_rounds_exhausted,contract_correction;fixed_estimand;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;fixed_estimand;contract_correction;stronger_design;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;stronger_design;stronger_design;contract_correction;fixed_estimand;stronger_design;stronger_design,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_ukb,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,0,0,0,0,0,0,0,no_candidates,,,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_abcd,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,0,0,0,0,0,0,0,no_candidates,,,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_abide2,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,27,0,27,0,0,0,0,max_rounds_exhausted,contract_correction;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;contract_correction;contract_correction;contract_correction;contract_correction;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;contract_correction;stronger_design;stronger_design;contract_correction;contract_correction;stronger_design;contract_correction;contract_correction;stronger_design;moderator_or_subgroup;fixed_estimand;fixed_estimand,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_adhd200,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,3,0,3,0,0,0,0,no_candidates,stronger_design;moderator_or_subgroup;moderator_or_subgroup,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_hcpaging,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,0,0,0,0,0,0,0,no_candidates,,,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_cobre,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,3,0,3,0,0,0,0,no_candidates,moderator_or_subgroup;moderator_or_subgroup;contract_correction,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_random_fbirn,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,0,0,0,0,0,0,0,no_candidates,,,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_site_hcp,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,28,0,28,0,0,0,0,max_rounds_exhausted,fixed_estimand;stronger_design;fixed_estimand;stronger_design;fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;stronger_design;fixed_estimand;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;stronger_design;fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_site_hcpaging,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,36,0,36,0,0,0,0,max_rounds_exhausted,fixed_estimand;stronger_design;moderator_or_subgroup;moderator_or_subgroup;stronger_design;narrower_outcome_family;moderator_or_subgroup;stronger_design;narrower_outcome_family;stronger_design;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;fixed_estimand;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;moderator_or_subgroup;narrower_outcome_family;fixed_estimand;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;fixed_estimand;narrower_outcome_family;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;narrower_outcome_family,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_site_cobre,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,40,0,40,0,0,0,0,max_rounds_exhausted,contract_correction;stronger_design;contract_correction;contract_correction;stronger_design;fixed_estimand;contract_correction;contract_correction;stronger_design;contract_correction;fixed_estimand;moderator_or_subgroup;contract_correction;stronger_design;fixed_estimand;moderator_or_subgroup;contract_correction;stronger_design;fixed_estimand;moderator_or_subgroup;narrower_outcome_family;contract_correction;stronger_design;fixed_estimand;narrower_outcome_family;moderator_or_subgroup;contract_correction;stronger_design;fixed_estimand;narrower_outcome_family;moderator_or_subgroup;contract_correction;stronger_design;narrower_outcome_family;moderator_or_subgroup;contract_correction;stronger_design;fixed_estimand;moderator_or_subgroup;narrower_outcome_family,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_site_gsp_smri,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,35,0,35,0,0,0,0,max_rounds_exhausted,stronger_design;fixed_estimand;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;moderator_or_subgroup;stronger_design;narrower_outcome_family;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;narrower_outcome_family;stronger_design;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;contract_correction;narrower_outcome_family;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;fixed_estimand;contract_correction;narrower_outcome_family;moderator_or_subgroup;narrower_outcome_family;contract_correction;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;contract_correction;contract_correction,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
benchmark/no-feedback-fullscale,benchmark/no-feedback-fullscale,openai:gpt-5,injected_null_fishing_ukb,fragile,known_null,main,review-stage/round5-combat/combined_benchmark_results.json,True,32,0,32,0,0,0,0,max_rounds_exhausted,fixed_estimand;moderator_or_subgroup;moderator_or_subgroup;stronger_design;moderator_or_subgroup;moderator_or_subgroup;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family;stronger_design;moderator_or_subgroup;narrower_outcome_family;stronger_design;moderator_or_subgroup;narrower_outcome_family;fixed_estimand;narrower_outcome_family;narrower_outcome_family;moderator_or_subgroup;fixed_estimand;moderator_or_subgroup;narrower_outcome_family;stronger_design;moderator_or_subgroup;narrower_outcome_family;stronger_design;moderator_or_subgroup;narrower_outcome_family;stronger_design;moderator_or_subgroup;narrower_outcome_family;narrower_outcome_family,proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed;proposal_validation_failed,,
