model_spec,source_model_spec,candidate_generator_model_spec,claim_id,target_family,source_mode,source_citation,label_basis,source_verdict,source_scoring_label,source_label_authority,source_result_path,synthetic_failure_family,known_negative_or_fragile_source,generated_candidate_count,candidate_count,unique_candidate_count,duplicate_candidate_count,valid_candidate_count,current_data_evaluated_count,blocked_candidate_count,supported_candidate_count,confirmed_candidate_count,selected_candidate_id,selection_reason,exploratory_confirmed_count,same_data_exploratory_confirmed_count,final_confirmed_count,contract_repair_supported_count,holdout_confirmed_count,any_supported_candidate_count,external_confirmed_count,same_underlying_data,excluded_evidence_used,external_evidence_used,excluded_evidence_query_count,excluded_evidence_status,evidence_freshness,analysis_non_identifiable_count,excluded_evidence_unavailable_count,execution_error_count,excluded_evidence_error_count,stopped_reason,transform_types,blocked_reasons,execution_errors,excluded_evidence_errors,final_labels,effective_final_labels
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_34264028_34264028-1,asd,literature_grounded,PMID:34264028; DOI:10.1002/aur.2579,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_37741308_pmid37741308_asd_fc_groupdiff,asd,literature_grounded,PMID:37741308; DOI:10.1016/j.biopsych.2023.09.012,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_28040544_pmid28040544_asd_fc_kea_corticalnetworks,asd,literature_grounded,PMID:28040544; DOI:10.1016/j.neuroimage.2016.12.068,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_28040544_pmid28040544_asd_fc_selffacetom,asd,literature_grounded,PMID:28040544; DOI:10.1016/j.neuroimage.2016.12.068,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_30833582_pmid30833582_asd_stepwise_connectivity,asd,literature_grounded,PMID:30833582; DOI:10.1038/s41467-019-08944-1,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_1431963_pmid1431963_mta_ad_vs_controls,ad_aging,literature_grounded,PMID:1431963; DOI:10.1136/jnnp.55.10.967,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_21729419_pmid21729419_2,ad_aging,literature_grounded,PMID:21729419; DOI:10.1017/S1041610211000913,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_31313441_31313441-psychosis-rsfc-casecontrol,psychosis,literature_grounded,PMID:31313441; DOI:10.1002/hbm.24723,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,narrower_outcome_family;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_29653095_29653095-psychosis-fc-01,psychosis,literature_grounded,PMID:29653095; DOI:10.1016/j.bpsc.2016.07.001,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,fixed_estimand;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_29653095_29653095-psychosis-fc-02,psychosis,literature_grounded,PMID:29653095; DOI:10.1016/j.bpsc.2016.07.001,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;narrower_outcome_family,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_35753120_pmid35753120_1,psychosis,literature_grounded,PMID:35753120; DOI:10.1016/j.schres.2022.06.008,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;narrower_outcome_family,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_34183210_pmid34183210_1,psychosis,literature_grounded,PMID:34183210; DOI:10.1016/j.schres.2021.06.010,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;narrower_outcome_family,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_34183210_pmid34183210_3,psychosis,literature_grounded,PMID:34183210; DOI:10.1016/j.schres.2021.06.010,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,narrower_outcome_family;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,pubmed_38422833_pmid38422833_cortical_fnc,psychosis,literature_grounded,PMID:38422833; DOI:10.1016/j.nicl.2024.103584,pubmed_literature,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,narrower_outcome_family;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_001,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_002,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_003,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_006,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_007,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_009,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_013,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_014,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_015,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_016,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_017,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_021,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_022,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_031,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_032,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_033,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;non_replicated,fragile;non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_034,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_035,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,6,2,2,0,0,0,2,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,proposal_validation_failed;proposal_validation_failed,,,,
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_036,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,1,0,normative_fmri_036_r1_c2_fixed_estimand,first_current_data_supported,1,1,0,0,0,1,0,False,False,False,0,not_requested,unknown,0,0,0,0,exploratory_confirmed,stronger_design;fixed_estimand,,,,fragile;exploratory_confirmed,fragile;exploratory_confirmed
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_038,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_039,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_040,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_041,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_042,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_043,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
