claim_id,family,expected_gate,scoring_label,label_authority,final_label,exec_only,+confound,+power,+multiverse,+replication,n_discovery,n_replication,n_features,outcome,best_beta,best_p,best_standardized_effect,achieved_power,under_powered,multiverse_fraction_consistent,replication_passed,replication_reason,search_family_size,search_selection,confound_completeness_passed,confound_completeness_reason,synthetic_metadata,rationale
neg_site_confound_abcd_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,5195,5195,1,fc_fc_Cont_Vis_z_z,1.4877277411851573,0.0,2.8553264997025445,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABCD.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_abcd_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,5195,5195,24,fc_fc_Cont_Cont_z_z,-0.030205282812796455,0.31105563760592514,-0.02812528334972893,0.5266745325974319,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABCD.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Cont_Cont_z_z"", ""top_discovery_features"": [{""beta"": -0.030205282812796455, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.31105563760592514}, {""beta"": 0.0028696812271177307, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.44308216114560317}, {""beta"": 0.003152296235279591, ""n"": 5195, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.47283506674551323}, {""beta"": 0.0026001362090220135, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.5061059239688244}, {""beta"": 0.0025505075290630803, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.5217884980144328}, {""beta"": 0.018800641323127868, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.5222462050429646}, {""beta"": 0.016109474335761816, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.5226091243771387}, {""beta"": 0.002277325343027103, ""n"": 5195, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.5545044838608303}, {""beta"": 0.0020454680798598717, ""n"": 5195, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.568231820114413}, {""beta"": 0.006371075536990412, ""n"": 5195, ""outcome"": ""fc_fc_Cont_Limbic_z"", ""p"": 0.6183456802686029}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.527, n_needed_80=9924.2, ref_effect=none"
neg_random_label_hcp_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,539,540,1,fc_fc_Cont_Cont_z,0.02887564057552839,0.6271685185474578,0.0293878590218909,0.10459859969619316,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.105, n_needed_80=9090.0, ref_effect=none"
neg_site_confound_hcp_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,539,540,1,fc_fc_Cont_Vis,0.19088900788126306,2.276608069239226e-119,2.6798497078370054,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_hcp_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,539,540,24,fc_fc_Cont_SomMot_z_z,0.16567436730864268,0.07000334835223428,0.15997314553732705,0.9597155219019383,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Cont_SomMot_z_z"", ""top_discovery_features"": [{""beta"": 0.16567436730864268, ""n"": 539, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.07000334835223428}, {""beta"": 0.10051360752724778, ""n"": 539, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.25764300347654473}, {""beta"": 0.10301688156150257, ""n"": 539, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.3220003116438453}, {""beta"": 0.07314070789578792, ""n"": 539, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.4005658104899934}, {""beta"": 0.04248363886456073, ""n"": 539, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.6474899062724604}, {""beta"": -0.025649745094945997, ""n"": 539, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.666056962744987}, {""beta"": 0.0036191550967047013, ""n"": 539, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.6704420489147616}, {""beta"": -0.0035189848856291006, ""n"": 539, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.6913388647913035}, {""beta"": 0.004140128848849144, ""n"": 539, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.7047732438701516}, {""beta"": 0.026359348182705883, ""n"": 539, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.7622134952172406}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_hcp_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,539,540,1,fc_fc_Cont_Cont_z_z,0.15299597496299472,0.1269869973256659,0.13957613057712873,0.8987919727252331,False,0.16666666666666666,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 2}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_site_confound_hcp_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,539,540,1,fc_fc_Cont_Vis_z,1.177614070870183,3.2572630950310823e-153,3.3605601231793645,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_hcp_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,539,540,24,fc_fc_Cont_SalVentAttn_z_z,0.09558442416575322,0.25993329897682826,0.09088807221023998,0.5582052171521663,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""top_discovery_features"": [{""beta"": 0.09558442416575322, ""n"": 539, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.25993329897682826}, {""beta"": -0.09450340787270582, ""n"": 539, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.2920590560982412}, {""beta"": 0.009651904678323006, ""n"": 539, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.32138767035127797}, {""beta"": -0.05004215764299597, ""n"": 539, ""outcome"": ""fc_fc_Cont_Limbic_z"", ""p"": 0.44221709815721666}, {""beta"": 0.005373869177561892, ""n"": 539, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.5286253988732813}, {""beta"": -0.029993932192242667, ""n"": 539, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.61051653757322}, {""beta"": -0.029069743509343996, ""n"": 539, ""outcome"": ""fc_fc_Default_Default_z"", ""p"": 0.6186757746314606}, {""beta"": 0.00412516985622849, ""n"": 539, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.6196686313313271}, {""beta"": -0.027461017348675607, ""n"": 539, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.6354194538487868}, {""beta"": 0.0043914750322507305, ""n"": 539, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.644607878347057}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.558, n_needed_80=952.1, ref_effect=none"
neg_random_label_hcp_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,539,540,1,fc_fc_Cont_Default,-0.0017683752488761592,0.8616152799414529,-0.01803745410986008,0.07024712339649065,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.070, n_needed_80=24126.3, ref_effect=none"
neg_site_confound_hcp_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,539,540,1,fc_fc_Cont_Vis_z_z,1.814815341152991,2.283477097350743e-121,2.6792378815354123,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_hcp_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,539,540,24,fc_fc_Cont_Default_z_z,0.1146259774403336,0.20372231483782058,0.11854396625898853,0.7844425773194984,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Cont_Default_z_z"", ""top_discovery_features"": [{""beta"": 0.1146259774403336, ""n"": 539, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.20372231483782058}, {""beta"": 0.09796562486934979, ""n"": 539, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.3235883287927923}, {""beta"": 0.0818223195410858, ""n"": 539, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.32525967551468227}, {""beta"": 0.08730620883904415, ""n"": 539, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.34664026256335334}, {""beta"": -0.007437810097975852, ""n"": 539, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.4850992340226207}, {""beta"": 0.06068116051119746, ""n"": 539, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.5146331357752241}, {""beta"": 0.035721970720787255, ""n"": 539, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.5486531237420917}, {""beta"": 0.03400569198522216, ""n"": 539, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.5579203884689403}, {""beta"": 0.03079245936486635, ""n"": 539, ""outcome"": ""fc_fc_Cont_SomMot_z"", ""p"": 0.5894309332525862}, {""beta"": 0.03072436312338355, ""n"": 539, ""outcome"": ""fc_fc_Cont_SalVentAttn_z"", ""p"": 0.5933935635063287}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.784, n_needed_80=560.5, ref_effect=none"
neg_random_label_hcp_aging_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,316,316,1,fc_fc_Cont_Cont_z,-0.043195977360689454,0.2931552567766747,-0.129138372154254,0.6287994023344868,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.629, n_needed_80=472.6, ref_effect=none"
neg_site_confound_hcp_aging_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,316,316,1,fc_fc_Cont_Vis,0.21194124912500814,5.370832401859368e-71,2.7414743468915095,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
